,Name,Accession,Patient Sex,min_age,max_age,min_range,max_range,Disease
5779,"PC(22:4(7Z,10Z,13Z,16Z)/P-16:0)",HMDB0008652,Both,18,64,92.95,161.01,Heart failure with preserved ejection fraction
5780,"PC(22:4(7Z,10Z,13Z,16Z)/P-16:0)",HMDB0008652,Female,18,64,11.831000000000003,141.39100000000002,Pregnancy with fetus having congenital heart defect
5781,"PC(22:4(7Z,10Z,13Z,16Z)/P-16:0)",HMDB0008652,Female,18,64,103.443,178.817,Pregnancy
5782,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:0)",HMDB0008653,Both,1,13,2.34,4.9,Obesity
5783,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:0)",HMDB0008653,Both,1,13,2.99,6.01,Obesity
5784,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:0)",HMDB0008653,Both,18,64,2.0600000000000005,4.84,Heart failure with preserved ejection fraction
5785,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:0)",HMDB0008653,Female,18,64,0.3597999999999999,5.4508,Pregnancy with fetus having congenital heart defect
5786,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:0)",HMDB0008653,Female,18,64,3.2209000000000003,6.6943,Pregnancy
5787,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))",HMDB0008654,Both,1,13,5.359999999999999,12.3,Obesity
5788,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))",HMDB0008654,Both,1,13,7.029999999999999,15.51,Obesity
5789,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))",HMDB0008654,Both,18,64,6.819999999999999,16.06,Heart failure with preserved ejection fraction
5790,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))",HMDB0008654,Female,18,64,1.0,14.7838,Pregnancy with fetus having congenital heart defect
5791,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))",HMDB0008654,Female,18,64,9.518999999999998,18.6356,Pregnancy
5792,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(9Z))",HMDB0008655,Both,1,13,5.359999999999999,12.3,Obesity
5793,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(9Z))",HMDB0008655,Both,1,13,7.029999999999999,15.51,Obesity
5794,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(9Z))",HMDB0008655,Both,18,64,6.819999999999999,16.06,Heart failure with preserved ejection fraction
5795,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(9Z))",HMDB0008655,Female,18,64,1.0,14.7838,Pregnancy with fetus having congenital heart defect
5796,"PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(9Z))",HMDB0008655,Female,18,64,9.518999999999998,18.6356,Pregnancy
5797,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)",HMDB0008656,Both,1,13,7.4,19.6,Obesity
5798,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)",HMDB0008656,Both,1,13,9.999999999999998,25.799999999999997,Obesity
5799,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)",HMDB0008656,Both,18,64,23.990000000000002,45.63,Heart failure with reduced ejection fraction
5800,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)",HMDB0008656,Female,18,64,-0.28800000000000026,41.540000000000006,Pregnancy with fetus having congenital heart defect
5801,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)",HMDB0008656,Female,18,64,18.944000000000003,65.14,Pregnancy
5802,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",HMDB0008657,Both,1,13,0.33099999999999996,0.817,Obesity
5803,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",HMDB0008657,Both,1,13,0.44399999999999995,1.006,Obesity
5804,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",HMDB0008657,Both,18,64,0.67,1.85,Heart failure with preserved ejection fraction
5805,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",HMDB0008657,Both,18,64,0.8,1.4000000000000001,Heart failure with reduced ejection fraction
5806,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",HMDB0008657,Female,18,64,0.06979999999999986,2.342,Pregnancy with fetus having congenital heart defect
5807,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",HMDB0008657,Female,18,64,1.1967999999999996,3.061,Pregnancy
5808,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",HMDB0008659,Both,1,13,26.699999999999996,52.9,Obesity
5809,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",HMDB0008659,Both,1,13,33.3,63.7,Obesity
5810,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",HMDB0008659,Both,18,64,48.31999999999999,89.34,Heart failure with preserved ejection fraction
5811,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",HMDB0008659,Both,18,64,58.29,86.09,Heart failure with reduced ejection fraction
5812,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",HMDB0008659,Female,18,64,5.853999999999999,75.042,Pregnancy with fetus having congenital heart defect
5813,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",HMDB0008659,Female,18,64,55.044999999999995,98.905,Pregnancy
5814,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",HMDB0008660,Both,1,13,31.9,71.9,Obesity
5815,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",HMDB0008660,Both,1,13,38.8,82.2,Obesity
5816,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",HMDB0008660,Both,18,64,57.529999999999994,113.94999999999999,Heart failure with preserved ejection fraction
5817,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",HMDB0008660,Both,18,64,53.82000000000001,104.58,Heart failure with reduced ejection fraction
5818,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",HMDB0008660,Female,18,64,6.422999999999988,174.711,Pregnancy with fetus having congenital heart defect
5819,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",HMDB0008660,Female,18,64,123.85300000000001,232.707,Pregnancy
5820,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:0)",HMDB0008661,Both,1,13,5.359999999999999,12.3,Obesity
5821,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:0)",HMDB0008661,Both,1,13,7.029999999999999,15.51,Obesity
5822,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:0)",HMDB0008661,Both,18,64,6.819999999999999,16.06,Heart failure with preserved ejection fraction
5823,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:0)",HMDB0008661,Female,18,64,1.0,14.7838,Pregnancy with fetus having congenital heart defect
5824,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:0)",HMDB0008661,Female,18,64,9.518999999999998,18.6356,Pregnancy
5825,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",HMDB0008662,Both,1,13,11.2,26.8,Obesity
5826,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",HMDB0008662,Both,1,13,14.5,34.5,Obesity
5827,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",HMDB0008662,Both,18,64,20.509999999999998,41.57,Heart failure with preserved ejection fraction
5828,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",HMDB0008662,Female,18,64,2.5040000000000013,53.554,Pregnancy with fetus having congenital heart defect
5829,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",HMDB0008662,Female,18,64,37.617,71.33500000000001,Pregnancy
5830,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",HMDB0008663,Both,1,13,11.2,26.8,Obesity
5831,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",HMDB0008663,Both,1,13,14.5,34.5,Obesity
5832,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",HMDB0008663,Both,18,64,20.509999999999998,41.57,Heart failure with preserved ejection fraction
5833,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",HMDB0008663,Female,18,64,2.5040000000000013,53.554,Pregnancy with fetus having congenital heart defect
5834,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",HMDB0008663,Female,18,64,37.617,71.33500000000001,Pregnancy
5835,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:0)",HMDB0008668,Both,1,13,0.21300000000000002,0.435,Obesity
5836,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:0)",HMDB0008668,Both,1,13,0.23700000000000002,0.529,Obesity
5837,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:0)",HMDB0008668,Both,18,64,0.26,0.5,Heart failure with preserved ejection fraction
5838,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:0)",HMDB0008668,Female,18,64,0.04550000000000004,0.9881,Pregnancy with fetus having congenital heart defect
5839,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:0)",HMDB0008668,Female,18,64,0.5574,1.0718,Pregnancy
5840,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z))",HMDB0008669,Both,18,64,0.5399999999999999,0.88,Heart failure with preserved ejection fraction
5841,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z))",HMDB0008669,Female,18,64,0.4861,1.3811,Pregnancy with fetus having congenital heart defect
5842,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z))",HMDB0008669,Female,18,64,0.8502000000000001,1.4462000000000002,Pregnancy
5843,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z))",HMDB0008669,Both,13,18,0.65,1.27,Pain or fever
5844,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z))",HMDB0008669,Both,13,18,0.39,0.89,Acetaminophen overdose
5845,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-16:0)",HMDB0008685,Both,1,13,26.699999999999996,52.9,Obesity
5846,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-16:0)",HMDB0008685,Both,1,13,33.3,63.7,Obesity
5847,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-16:0)",HMDB0008685,Both,18,64,48.31999999999999,89.34,Heart failure with preserved ejection fraction
5848,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-16:0)",HMDB0008685,Both,18,64,58.29,86.09,Heart failure with reduced ejection fraction
5849,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-16:0)",HMDB0008685,Female,18,64,5.853999999999999,75.042,Pregnancy with fetus having congenital heart defect
5850,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-16:0)",HMDB0008685,Female,18,64,55.044999999999995,98.905,Pregnancy
5851,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:0)",HMDB0008686,Both,1,13,5.359999999999999,12.3,Obesity
5852,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:0)",HMDB0008686,Both,1,13,7.029999999999999,15.51,Obesity
5853,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:0)",HMDB0008686,Both,18,64,6.819999999999999,16.06,Heart failure with preserved ejection fraction
5854,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:0)",HMDB0008686,Female,18,64,1.0,14.7838,Pregnancy with fetus having congenital heart defect
5855,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:0)",HMDB0008686,Female,18,64,9.518999999999998,18.6356,Pregnancy
5856,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))",HMDB0008687,Both,1,13,11.2,26.8,Obesity
5857,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))",HMDB0008687,Both,1,13,14.5,34.5,Obesity
5858,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))",HMDB0008687,Both,18,64,20.509999999999998,41.57,Heart failure with preserved ejection fraction
5859,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))",HMDB0008687,Female,18,64,2.5040000000000013,53.554,Pregnancy with fetus having congenital heart defect
5860,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))",HMDB0008687,Female,18,64,37.617,71.33500000000001,Pregnancy
5861,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(9Z))",HMDB0008688,Both,1,13,11.2,26.8,Obesity
5862,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(9Z))",HMDB0008688,Both,1,13,14.5,34.5,Obesity
5863,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(9Z))",HMDB0008688,Both,18,64,20.509999999999998,41.57,Heart failure with preserved ejection fraction
5864,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(9Z))",HMDB0008688,Female,18,64,2.5040000000000013,53.554,Pregnancy with fetus having congenital heart defect
5865,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(9Z))",HMDB0008688,Female,18,64,37.617,71.33500000000001,Pregnancy
5866,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)",HMDB0008689,Both,1,13,7.4,19.6,Obesity
5867,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)",HMDB0008689,Both,1,13,9.999999999999998,25.799999999999997,Obesity
5868,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)",HMDB0008689,Both,18,64,23.990000000000002,45.63,Heart failure with reduced ejection fraction
5869,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)",HMDB0008689,Female,18,64,-0.28800000000000026,41.540000000000006,Pregnancy with fetus having congenital heart defect
5870,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)",HMDB0008689,Female,18,64,18.944000000000003,65.14,Pregnancy
5871,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",HMDB0008690,Both,1,13,0.33099999999999996,0.817,Obesity
5872,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",HMDB0008690,Both,1,13,0.44399999999999995,1.006,Obesity
5873,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",HMDB0008690,Both,18,64,0.67,1.85,Heart failure with preserved ejection fraction
5874,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",HMDB0008690,Both,18,64,0.8,1.4000000000000001,Heart failure with reduced ejection fraction
5875,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",HMDB0008690,Female,18,64,0.06979999999999986,2.342,Pregnancy with fetus having congenital heart defect
5876,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",HMDB0008690,Female,18,64,1.1967999999999996,3.061,Pregnancy
5877,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",HMDB0008692,Both,1,13,26.699999999999996,52.9,Obesity
5878,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",HMDB0008692,Both,1,13,33.3,63.7,Obesity
5879,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",HMDB0008692,Both,18,64,48.31999999999999,89.34,Heart failure with preserved ejection fraction
5880,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",HMDB0008692,Both,18,64,58.29,86.09,Heart failure with reduced ejection fraction
5881,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",HMDB0008692,Female,18,64,5.853999999999999,75.042,Pregnancy with fetus having congenital heart defect
5882,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",HMDB0008692,Female,18,64,55.044999999999995,98.905,Pregnancy
5883,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",HMDB0008693,Both,1,13,31.9,71.9,Obesity
5884,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",HMDB0008693,Both,1,13,38.8,82.2,Obesity
5885,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",HMDB0008693,Both,18,64,57.529999999999994,113.94999999999999,Heart failure with preserved ejection fraction
5886,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",HMDB0008693,Both,18,64,53.82000000000001,104.58,Heart failure with reduced ejection fraction
5887,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",HMDB0008693,Female,18,64,6.422999999999988,174.711,Pregnancy with fetus having congenital heart defect
5888,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",HMDB0008693,Female,18,64,123.85300000000001,232.707,Pregnancy
5889,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)",HMDB0008694,Both,1,13,5.359999999999999,12.3,Obesity
5890,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)",HMDB0008694,Both,1,13,7.029999999999999,15.51,Obesity
5891,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)",HMDB0008694,Both,18,64,6.819999999999999,16.06,Heart failure with preserved ejection fraction
5892,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)",HMDB0008694,Female,18,64,1.0,14.7838,Pregnancy with fetus having congenital heart defect
5893,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)",HMDB0008694,Female,18,64,9.518999999999998,18.6356,Pregnancy
5894,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",HMDB0008695,Both,1,13,11.2,26.8,Obesity
5895,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",HMDB0008695,Both,1,13,14.5,34.5,Obesity
5896,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",HMDB0008695,Both,18,64,20.509999999999998,41.57,Heart failure with preserved ejection fraction
5897,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",HMDB0008695,Female,18,64,2.5040000000000013,53.554,Pregnancy with fetus having congenital heart defect
5898,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",HMDB0008695,Female,18,64,37.617,71.33500000000001,Pregnancy
5899,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",HMDB0008696,Both,1,13,11.2,26.8,Obesity
5900,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",HMDB0008696,Both,1,13,14.5,34.5,Obesity
5901,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",HMDB0008696,Both,18,64,20.509999999999998,41.57,Heart failure with preserved ejection fraction
5902,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",HMDB0008696,Female,18,64,2.5040000000000013,53.554,Pregnancy with fetus having congenital heart defect
5903,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",HMDB0008696,Female,18,64,37.617,71.33500000000001,Pregnancy
5904,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:0)",HMDB0008701,Both,1,13,0.21300000000000002,0.435,Obesity
5905,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:0)",HMDB0008701,Both,1,13,0.23700000000000002,0.529,Obesity
5906,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:0)",HMDB0008701,Both,18,64,0.26,0.5,Heart failure with preserved ejection fraction
5907,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:0)",HMDB0008701,Female,18,64,0.04550000000000004,0.9881,Pregnancy with fetus having congenital heart defect
5908,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:0)",HMDB0008701,Female,18,64,0.5574,1.0718,Pregnancy
5909,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z))",HMDB0008702,Both,18,64,0.5399999999999999,0.88,Heart failure with preserved ejection fraction
5910,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z))",HMDB0008702,Female,18,64,0.4861,1.3811,Pregnancy with fetus having congenital heart defect
5911,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z))",HMDB0008702,Female,18,64,0.8502000000000001,1.4462000000000002,Pregnancy
5912,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z))",HMDB0008702,Both,13,18,0.65,1.27,Pain or fever
5913,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z))",HMDB0008702,Both,13,18,0.39,0.89,Acetaminophen overdose
5914,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-16:0)",HMDB0008718,Both,1,13,26.699999999999996,52.9,Obesity
5915,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-16:0)",HMDB0008718,Both,1,13,33.3,63.7,Obesity
5916,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-16:0)",HMDB0008718,Both,18,64,48.31999999999999,89.34,Heart failure with preserved ejection fraction
5917,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-16:0)",HMDB0008718,Both,18,64,58.29,86.09,Heart failure with reduced ejection fraction
5918,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-16:0)",HMDB0008718,Female,18,64,5.853999999999999,75.042,Pregnancy with fetus having congenital heart defect
5919,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-16:0)",HMDB0008718,Female,18,64,55.044999999999995,98.905,Pregnancy
5920,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0)",HMDB0008719,Both,1,13,5.359999999999999,12.3,Obesity
5921,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0)",HMDB0008719,Both,1,13,7.029999999999999,15.51,Obesity
5922,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0)",HMDB0008719,Both,18,64,6.819999999999999,16.06,Heart failure with preserved ejection fraction
5923,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0)",HMDB0008719,Female,18,64,1.0,14.7838,Pregnancy with fetus having congenital heart defect
5924,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0)",HMDB0008719,Female,18,64,9.518999999999998,18.6356,Pregnancy
5925,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z))",HMDB0008720,Both,1,13,11.2,26.8,Obesity
5926,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z))",HMDB0008720,Both,1,13,14.5,34.5,Obesity
5927,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z))",HMDB0008720,Both,18,64,20.509999999999998,41.57,Heart failure with preserved ejection fraction
5928,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z))",HMDB0008720,Female,18,64,2.5040000000000013,53.554,Pregnancy with fetus having congenital heart defect
5929,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z))",HMDB0008720,Female,18,64,37.617,71.33500000000001,Pregnancy
5930,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z))",HMDB0008721,Both,1,13,11.2,26.8,Obesity
5931,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z))",HMDB0008721,Both,1,13,14.5,34.5,Obesity
5932,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z))",HMDB0008721,Both,18,64,20.509999999999998,41.57,Heart failure with preserved ejection fraction
5933,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z))",HMDB0008721,Female,18,64,2.5040000000000013,53.554,Pregnancy with fetus having congenital heart defect
5934,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(9Z))",HMDB0008721,Female,18,64,37.617,71.33500000000001,Pregnancy
5935,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)",HMDB0008722,Both,1,13,0.33099999999999996,0.817,Obesity
5936,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)",HMDB0008722,Both,1,13,0.44399999999999995,1.006,Obesity
5937,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)",HMDB0008722,Both,18,64,0.67,1.85,Heart failure with preserved ejection fraction
5938,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)",HMDB0008722,Both,18,64,0.8,1.4000000000000001,Heart failure with reduced ejection fraction
5939,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)",HMDB0008722,Female,18,64,0.06979999999999986,2.342,Pregnancy with fetus having congenital heart defect
5940,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)",HMDB0008722,Female,18,64,1.1967999999999996,3.061,Pregnancy
5941,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)",HMDB0008725,Both,1,13,31.9,71.9,Obesity
5942,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)",HMDB0008725,Both,1,13,38.8,82.2,Obesity
5943,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)",HMDB0008725,Both,18,64,57.529999999999994,113.94999999999999,Heart failure with preserved ejection fraction
5944,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)",HMDB0008725,Both,18,64,53.82000000000001,104.58,Heart failure with reduced ejection fraction
5945,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)",HMDB0008725,Female,18,64,6.422999999999988,174.711,Pregnancy with fetus having congenital heart defect
5946,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)",HMDB0008725,Female,18,64,123.85300000000001,232.707,Pregnancy
5947,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)",HMDB0008727,Both,1,13,11.2,26.8,Obesity
5948,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)",HMDB0008727,Both,1,13,14.5,34.5,Obesity
5949,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)",HMDB0008727,Both,18,64,20.509999999999998,41.57,Heart failure with preserved ejection fraction
5950,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)",HMDB0008727,Female,18,64,2.5040000000000013,53.554,Pregnancy with fetus having congenital heart defect
5951,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)",HMDB0008727,Female,18,64,37.617,71.33500000000001,Pregnancy
5952,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0)",HMDB0008734,Both,18,64,0.5399999999999999,0.88,Heart failure with preserved ejection fraction
5953,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0)",HMDB0008734,Female,18,64,0.4861,1.3811,Pregnancy with fetus having congenital heart defect
5954,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0)",HMDB0008734,Female,18,64,0.8502000000000001,1.4462000000000002,Pregnancy
5955,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0)",HMDB0008734,Both,13,18,0.65,1.27,Pain or fever
5956,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0)",HMDB0008734,Both,13,18,0.39,0.89,Acetaminophen overdose
5957,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-16:0)",HMDB0008751,Both,1,13,31.9,71.9,Obesity
5958,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-16:0)",HMDB0008751,Both,1,13,38.8,82.2,Obesity
5959,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-16:0)",HMDB0008751,Both,18,64,57.529999999999994,113.94999999999999,Heart failure with preserved ejection fraction
