,Accession,Disease_id,Disease_name
48730,HMDB0001893,48731,Endometrial cancer
48731,HMDB0001893,48732,Abetalipoproteinemia
48732,HMDB0001893,48733,Cerebrotendinous xanthomatosis
48733,HMDB0001893,48734,Vitamin E deficiency
48734,HMDB0001893,48735,Parkinson's disease
48735,HMDB0001893,48736,Colorectal cancer
48736,HMDB0001893,48737,Endometrial cancer
48737,HMDB0001893,48738,Abetalipoproteinemia
48738,HMDB0001893,48739,Cerebrotendinous xanthomatosis
48739,HMDB0001893,48740,Vitamin E deficiency
48740,HMDB0001893,48741,Parkinson's disease
48741,HMDB0001893,48742,Colorectal cancer
48742,HMDB0001893,48743,Endometrial cancer
48743,HMDB0001893,48744,Abetalipoproteinemia
48744,HMDB0001893,48745,Cerebrotendinous xanthomatosis
48745,HMDB0001893,48746,Vitamin E deficiency
48746,HMDB0001893,48747,Parkinson's disease
48747,HMDB0001893,48748,Colorectal cancer
48748,HMDB0001893,48749,Endometrial cancer
48749,HMDB0001893,48750,Abetalipoproteinemia
48750,HMDB0001893,48751,Cerebrotendinous xanthomatosis
48751,HMDB0001893,48752,Vitamin E deficiency
48752,HMDB0001893,48753,Parkinson's disease
48753,HMDB0001893,48754,Colorectal cancer
48754,HMDB0001893,48755,Endometrial cancer
48755,HMDB0001893,48756,Abetalipoproteinemia
48756,HMDB0001893,48757,Cerebrotendinous xanthomatosis
48757,HMDB0001893,48758,Vitamin E deficiency
48758,HMDB0001893,48759,Parkinson's disease
48759,HMDB0001893,48760,Colorectal cancer
48760,HMDB0001893,48761,Endometrial cancer
48761,HMDB0001893,48762,Abetalipoproteinemia
48762,HMDB0001893,48763,Cerebrotendinous xanthomatosis
48763,HMDB0001893,48764,Vitamin E deficiency
48764,HMDB0001893,48765,Parkinson's disease
48765,HMDB0001893,48766,Colorectal cancer
48766,HMDB0001893,48767,Endometrial cancer
48767,HMDB0001893,48768,Abetalipoproteinemia
48768,HMDB0001893,48769,Cerebrotendinous xanthomatosis
48769,HMDB0001893,48770,Vitamin E deficiency
48770,HMDB0001893,48771,Parkinson's disease
48771,HMDB0001893,48772,Colorectal cancer
48772,HMDB0001893,48773,Endometrial cancer
48773,HMDB0001893,48774,Abetalipoproteinemia
48774,HMDB0001893,48775,Cerebrotendinous xanthomatosis
48775,HMDB0001893,48776,Vitamin E deficiency
48776,HMDB0001893,48777,Parkinson's disease
48777,HMDB0001893,48778,Colorectal cancer
48778,HMDB0001893,48779,Endometrial cancer
48779,HMDB0001893,48780,Abetalipoproteinemia
48780,HMDB0001893,48781,Cerebrotendinous xanthomatosis
48781,HMDB0001893,48782,Vitamin E deficiency
48782,HMDB0001893,48783,Parkinson's disease
48783,HMDB0001893,48784,Colorectal cancer
48784,HMDB0001893,48785,Endometrial cancer
48785,HMDB0001893,48786,Abetalipoproteinemia
48786,HMDB0001893,48787,Cerebrotendinous xanthomatosis
48787,HMDB0001893,48788,Vitamin E deficiency
48788,HMDB0001893,48789,Parkinson's disease
48789,HMDB0001893,48790,Colorectal cancer
48790,HMDB0001893,48791,Endometrial cancer
48791,HMDB0001893,48792,Abetalipoproteinemia
48792,HMDB0001893,48793,Cerebrotendinous xanthomatosis
48793,HMDB0001893,48794,Vitamin E deficiency
48794,HMDB0001893,48795,Parkinson's disease
48795,HMDB0001893,48796,Colorectal cancer
48796,HMDB0001893,48797,Endometrial cancer
48797,HMDB0001893,48798,Abetalipoproteinemia
48798,HMDB0001893,48799,Cerebrotendinous xanthomatosis
48799,HMDB0001893,48800,Vitamin E deficiency
48800,HMDB0001893,48801,Parkinson's disease
48801,HMDB0001893,48802,Colorectal cancer
48802,HMDB0001893,48803,Endometrial cancer
48803,HMDB0001893,48804,Abetalipoproteinemia
48804,HMDB0001893,48805,Cerebrotendinous xanthomatosis
48805,HMDB0001893,48806,Vitamin E deficiency
48806,HMDB0001893,48807,Parkinson's disease
48807,HMDB0001893,48808,Colorectal cancer
48808,HMDB0001893,48809,Endometrial cancer
48809,HMDB0001893,48810,Abetalipoproteinemia
48810,HMDB0001893,48811,Cerebrotendinous xanthomatosis
48811,HMDB0001893,48812,Vitamin E deficiency
48812,HMDB0001893,48813,Parkinson's disease
48813,HMDB0001893,48814,Colorectal cancer
48814,HMDB0001893,48815,Endometrial cancer
48815,HMDB0001893,48816,Abetalipoproteinemia
48816,HMDB0001893,48817,Cerebrotendinous xanthomatosis
48817,HMDB0001893,48818,Vitamin E deficiency
48818,HMDB0001893,48819,Parkinson's disease
48819,HMDB0001893,48820,Colorectal cancer
48820,HMDB0001893,48821,Endometrial cancer
48821,HMDB0001893,48822,Abetalipoproteinemia
48822,HMDB0001893,48823,Cerebrotendinous xanthomatosis
48823,HMDB0001893,48824,Vitamin E deficiency
48824,HMDB0001893,48825,Parkinson's disease
48825,HMDB0001893,48826,Colorectal cancer
48826,HMDB0001893,48827,Endometrial cancer
48827,HMDB0001893,48828,Abetalipoproteinemia
48828,HMDB0001893,48829,Cerebrotendinous xanthomatosis
48829,HMDB0001893,48830,Vitamin E deficiency
48830,HMDB0001893,48831,Parkinson's disease
48831,HMDB0001893,48832,Colorectal cancer
48832,HMDB0001893,48833,Endometrial cancer
48833,HMDB0001893,48834,Abetalipoproteinemia
48834,HMDB0001893,48835,Cerebrotendinous xanthomatosis
48835,HMDB0001893,48836,Vitamin E deficiency
48836,HMDB0001893,48837,Parkinson's disease
48837,HMDB0001893,48838,Colorectal cancer
48838,HMDB0001893,48839,Endometrial cancer
48839,HMDB0001893,48840,Abetalipoproteinemia
48840,HMDB0001893,48841,Cerebrotendinous xanthomatosis
48841,HMDB0001893,48842,Vitamin E deficiency
48842,HMDB0001893,48843,Parkinson's disease
48843,HMDB0001893,48844,Colorectal cancer
48844,HMDB0001893,48845,Endometrial cancer
48845,HMDB0001893,48846,Abetalipoproteinemia
48846,HMDB0001893,48847,Cerebrotendinous xanthomatosis
48847,HMDB0001893,48848,Vitamin E deficiency
48848,HMDB0001893,48849,Parkinson's disease
48849,HMDB0001893,48850,Colorectal cancer
48850,HMDB0001893,48851,Endometrial cancer
48851,HMDB0001893,48852,Abetalipoproteinemia
48852,HMDB0001893,48853,Cerebrotendinous xanthomatosis
48853,HMDB0001893,48854,Vitamin E deficiency
48854,HMDB0001893,48855,Parkinson's disease
48855,HMDB0001893,48856,Colorectal cancer
48856,HMDB0001893,48857,Endometrial cancer
48857,HMDB0001893,48858,Abetalipoproteinemia
48858,HMDB0001893,48859,Cerebrotendinous xanthomatosis
48859,HMDB0001893,48860,Vitamin E deficiency
48860,HMDB0001893,48861,Parkinson's disease
48861,HMDB0001893,48862,Colorectal cancer
48862,HMDB0001893,48863,Endometrial cancer
48863,HMDB0001893,48864,Abetalipoproteinemia
48864,HMDB0001893,48865,Cerebrotendinous xanthomatosis
48865,HMDB0001893,48866,Vitamin E deficiency
48866,HMDB0001893,48867,Parkinson's disease
48867,HMDB0001893,48868,Colorectal cancer
48868,HMDB0001893,48869,Endometrial cancer
48869,HMDB0001893,48870,Abetalipoproteinemia
48870,HMDB0001893,48871,Cerebrotendinous xanthomatosis
48871,HMDB0001893,48872,Vitamin E deficiency
48872,HMDB0001893,48873,Parkinson's disease
48873,HMDB0001893,48874,Colorectal cancer
48874,HMDB0001893,48875,Endometrial cancer
48875,HMDB0001893,48876,Abetalipoproteinemia
48876,HMDB0001893,48877,Cerebrotendinous xanthomatosis
48877,HMDB0001893,48878,Vitamin E deficiency
48878,HMDB0001893,48879,Parkinson's disease
48879,HMDB0001893,48880,Colorectal cancer
48880,HMDB0001893,48881,Endometrial cancer
48881,HMDB0001893,48882,Abetalipoproteinemia
48882,HMDB0001893,48883,Cerebrotendinous xanthomatosis
48883,HMDB0001893,48884,Vitamin E deficiency
48884,HMDB0001893,48885,Parkinson's disease
48885,HMDB0001893,48886,Colorectal cancer
48886,HMDB0001893,48887,Endometrial cancer
48887,HMDB0001893,48888,Abetalipoproteinemia
48888,HMDB0001893,48889,Cerebrotendinous xanthomatosis
48889,HMDB0001893,48890,Vitamin E deficiency
48890,HMDB0001893,48891,Parkinson's disease
48891,HMDB0001893,48892,Colorectal cancer
48892,HMDB0001893,48893,Endometrial cancer
48893,HMDB0001893,48894,Abetalipoproteinemia
48894,HMDB0001893,48895,Cerebrotendinous xanthomatosis
48895,HMDB0001893,48896,Vitamin E deficiency
48896,HMDB0001893,48897,Parkinson's disease
48897,HMDB0001893,48898,Colorectal cancer
48898,HMDB0001893,48899,Endometrial cancer
48899,HMDB0001893,48900,Abetalipoproteinemia
48900,HMDB0001893,48901,Cerebrotendinous xanthomatosis
48901,HMDB0001893,48902,Vitamin E deficiency
48902,HMDB0001893,48903,Parkinson's disease
48903,HMDB0001893,48904,Colorectal cancer
48904,HMDB0001893,48905,Endometrial cancer
48905,HMDB0001893,48906,Abetalipoproteinemia
48906,HMDB0001893,48907,Cerebrotendinous xanthomatosis
48907,HMDB0001893,48908,Vitamin E deficiency
48908,HMDB0001893,48909,Parkinson's disease
48909,HMDB0001893,48910,Colorectal cancer
48910,HMDB0001893,48911,Endometrial cancer
48911,HMDB0001893,48912,Abetalipoproteinemia
48912,HMDB0001893,48913,Cerebrotendinous xanthomatosis
48913,HMDB0001893,48914,Vitamin E deficiency
48914,HMDB0001893,48915,Parkinson's disease
48915,HMDB0001893,48916,Colorectal cancer
48916,HMDB0001893,48917,Endometrial cancer
48917,HMDB0001893,48918,Abetalipoproteinemia
48918,HMDB0001893,48919,Cerebrotendinous xanthomatosis
48919,HMDB0001893,48920,Vitamin E deficiency
48920,HMDB0001893,48921,Parkinson's disease
48921,HMDB0001893,48922,Colorectal cancer
48922,HMDB0001893,48923,Endometrial cancer
48923,HMDB0001893,48924,Abetalipoproteinemia
48924,HMDB0001893,48925,Cerebrotendinous xanthomatosis
48925,HMDB0001893,48926,Vitamin E deficiency
48926,HMDB0001893,48927,Parkinson's disease
48927,HMDB0001893,48928,Colorectal cancer
48928,HMDB0001893,48929,Endometrial cancer
48929,HMDB0001893,48930,Abetalipoproteinemia
48930,HMDB0001893,48931,Cerebrotendinous xanthomatosis
48931,HMDB0001893,48932,Vitamin E deficiency
48932,HMDB0001893,48933,Parkinson's disease
48933,HMDB0001893,48934,Colorectal cancer
48934,HMDB0001893,48935,Endometrial cancer
48935,HMDB0001893,48936,Abetalipoproteinemia
48936,HMDB0001893,48937,Cerebrotendinous xanthomatosis
48937,HMDB0001893,48938,Vitamin E deficiency
48938,HMDB0001893,48939,Parkinson's disease
48939,HMDB0001893,48940,Colorectal cancer
48940,HMDB0001893,48941,Endometrial cancer
48941,HMDB0001893,48942,Abetalipoproteinemia
48942,HMDB0001893,48943,Cerebrotendinous xanthomatosis
48943,HMDB0001893,48944,Vitamin E deficiency
48944,HMDB0001893,48945,Parkinson's disease
48945,HMDB0001893,48946,Colorectal cancer
48946,HMDB0001893,48947,Endometrial cancer
48947,HMDB0001893,48948,Abetalipoproteinemia
48948,HMDB0001893,48949,Cerebrotendinous xanthomatosis
48949,HMDB0001893,48950,Vitamin E deficiency
48950,HMDB0001893,48951,Parkinson's disease
48951,HMDB0001893,48952,Colorectal cancer
48952,HMDB0001893,48953,Endometrial cancer
48953,HMDB0001893,48954,Abetalipoproteinemia
48954,HMDB0001893,48955,Cerebrotendinous xanthomatosis
48955,HMDB0001893,48956,Vitamin E deficiency
48956,HMDB0001893,48957,Parkinson's disease
48957,HMDB0001893,48958,Colorectal cancer
48958,HMDB0001893,48959,Endometrial cancer
48959,HMDB0001893,48960,Abetalipoproteinemia
48960,HMDB0001893,48961,Cerebrotendinous xanthomatosis
48961,HMDB0001893,48962,Vitamin E deficiency
48962,HMDB0001893,48963,Parkinson's disease
48963,HMDB0001893,48964,Colorectal cancer
48964,HMDB0001893,48965,Endometrial cancer
48965,HMDB0001893,48966,Abetalipoproteinemia
48966,HMDB0001893,48967,Cerebrotendinous xanthomatosis
48967,HMDB0001893,48968,Vitamin E deficiency
48968,HMDB0001893,48969,Parkinson's disease
48969,HMDB0001893,48970,Colorectal cancer
48970,HMDB0001893,48971,Endometrial cancer
48971,HMDB0001893,48972,Abetalipoproteinemia
48972,HMDB0001893,48973,Cerebrotendinous xanthomatosis
48973,HMDB0001893,48974,Vitamin E deficiency
48974,HMDB0001893,48975,Parkinson's disease
48975,HMDB0001893,48976,Colorectal cancer
48976,HMDB0001893,48977,Endometrial cancer
48977,HMDB0001893,48978,Abetalipoproteinemia
48978,HMDB0001893,48979,Cerebrotendinous xanthomatosis
48979,HMDB0001893,48980,Vitamin E deficiency
48980,HMDB0001893,48981,Parkinson's disease
48981,HMDB0001893,48982,Colorectal cancer
48982,HMDB0001893,48983,Endometrial cancer
48983,HMDB0001893,48984,Abetalipoproteinemia
48984,HMDB0001893,48985,Cerebrotendinous xanthomatosis
48985,HMDB0001893,48986,Vitamin E deficiency
48986,HMDB0001893,48987,Parkinson's disease
48987,HMDB0001893,48988,Colorectal cancer
48988,HMDB0001893,48989,Endometrial cancer
48989,HMDB0001893,48990,Abetalipoproteinemia
48990,HMDB0001893,48991,Cerebrotendinous xanthomatosis
48991,HMDB0001893,48992,Vitamin E deficiency
48992,HMDB0001893,48993,Parkinson's disease
48993,HMDB0001893,48994,Colorectal cancer
48994,HMDB0001893,48995,Endometrial cancer
48995,HMDB0001893,48996,Abetalipoproteinemia
48996,HMDB0001893,48997,Cerebrotendinous xanthomatosis
48997,HMDB0001893,48998,Vitamin E deficiency
48998,HMDB0001893,48999,Parkinson's disease
48999,HMDB0001893,49000,Colorectal cancer
49000,HMDB0001895,49001,Mitochondrial complex I deficiency due to ACAD9 deficiency
49001,HMDB0001895,49002,Colorectal cancer
49002,HMDB0001895,49003,Autosomal  dominant polycystic kidney disease
49003,HMDB0001895,49004,Eosinophilic esophagitis
49004,HMDB0001895,49005,Mitochondrial complex I deficiency due to ACAD9 deficiency
49005,HMDB0001895,49006,Colorectal cancer
49006,HMDB0001895,49007,Autosomal  dominant polycystic kidney disease
49007,HMDB0001895,49008,Eosinophilic esophagitis
49008,HMDB0001896,49009,Leukemia
49009,HMDB0001896,49010,Leukemia
49010,HMDB0001896,49011,Leukemia
49011,HMDB0001896,49012,Leukemia
49012,HMDB0001896,49013,Leukemia
49013,HMDB0001896,49014,Leukemia
49014,HMDB0001896,49015,Leukemia
49015,HMDB0001896,49016,Leukemia
49016,HMDB0001897,49017,Migraine
49017,HMDB0001897,49018,Vitamin B12 deficiency
49018,HMDB0001897,49019,Spina Bifida
49019,HMDB0001897,49020,Fibromyalgia
49020,HMDB0001897,49021,Sleep apnea
49021,HMDB0001897,49022,Alzheimer's disease
49022,HMDB0001897,49023,Narcolepsy
49023,HMDB0001904,49024,Oxidative stress
49024,HMDB0001904,49025,Meningitis
49025,HMDB0001904,49026,Head injury
49026,HMDB0001904,49027,Hypoxic-ischemic encephalopathy
49027,HMDB0001904,49028,Oxidative stress
49028,HMDB0001904,49029,Meningitis
49029,HMDB0001904,49030,Head injury
49030,HMDB0001904,49031,Hypoxic-ischemic encephalopathy
49031,HMDB0001906,49032,Crohn's disease
49032,HMDB0001906,49033,Ulcerative colitis
49033,HMDB0001906,49034,Crohn's disease
49034,HMDB0001906,49035,Ulcerative colitis
49035,HMDB0001917,49036,Heart failure
49036,HMDB0001921,49037,Colorectal cancer
49037,HMDB0001923,49038,Colorectal cancer
49038,HMDB0001925,49039,Eosinophilic esophagitis
49039,HMDB0001926,49040,Prostate cancer
49040,HMDB0001928,49041,Colorectal cancer
49041,HMDB0001929,49042,Tuberculosis
49042,HMDB0001929,49043,Colorectal cancer
49043,HMDB0001931,49044,Colorectal cancer
49044,HMDB0001932,49045,Colorectal cancer
49045,HMDB0001934,49046,Smoking
49046,HMDB0001934,49047,Smoking
49047,HMDB0001943,49048,Colorectal cancer
49048,HMDB0001954,49049,3-Hydroxy-3-Methylglutaryl-CoA Synthase Deficiency
49049,HMDB0001954,49050,Colorectal cancer
49050,HMDB0001960,49051,Alzheimer's disease
49051,HMDB0001960,49052,Multiple sclerosis
49052,HMDB0001960,49053,Parkinson's disease
49053,HMDB0001960,49054,Alzheimer's disease
49054,HMDB0001960,49055,Multiple sclerosis
49055,HMDB0001960,49056,Parkinson's disease
49056,HMDB0001960,49057,Alzheimer's disease
49057,HMDB0001960,49058,Multiple sclerosis
49058,HMDB0001960,49059,Parkinson's disease
49059,HMDB0001964,49060,Colorectal cancer
49060,HMDB0001964,49061,Colorectal cancer
49061,HMDB0001964,49062,Colorectal cancer
49062,HMDB0001964,49063,Colorectal cancer
49063,HMDB0001964,49064,Colorectal cancer
49064,HMDB0001964,49065,Colorectal cancer
49065,HMDB0001964,49066,Colorectal cancer
49066,HMDB0001964,49067,Colorectal cancer
49067,HMDB0001964,49068,Colorectal cancer
49068,HMDB0001964,49069,Colorectal cancer
49069,HMDB0001967,49070,"Bartter Syndrome, Type 3"
49070,HMDB0001967,49071,"Fructose-1,6-diphosphatase deficiency"
49071,HMDB0001967,49072,"Long-chain Fatty Acids, Defect in Transport of"
49072,HMDB0001967,49073,Oculocerebrorenal syndrome
49073,HMDB0001967,49074,Pearson Syndrome
49074,HMDB0001967,49075,"Bartter Syndrome, Type 3"
49075,HMDB0001967,49076,"Fructose-1,6-diphosphatase deficiency"
49076,HMDB0001967,49077,"Long-chain Fatty Acids, Defect in Transport of"
49077,HMDB0001967,49078,Oculocerebrorenal syndrome
49078,HMDB0001967,49079,Pearson Syndrome
49079,HMDB0001967,49080,"Bartter Syndrome, Type 3"
49080,HMDB0001967,49081,"Fructose-1,6-diphosphatase deficiency"
49081,HMDB0001967,49082,"Long-chain Fatty Acids, Defect in Transport of"
49082,HMDB0001967,49083,Oculocerebrorenal syndrome
49083,HMDB0001967,49084,Pearson Syndrome
49084,HMDB0001967,49085,"Bartter Syndrome, Type 3"
49085,HMDB0001967,49086,"Fructose-1,6-diphosphatase deficiency"
49086,HMDB0001967,49087,"Long-chain Fatty Acids, Defect in Transport of"
49087,HMDB0001967,49088,Oculocerebrorenal syndrome
49088,HMDB0001967,49089,Pearson Syndrome
49089,HMDB0001967,49090,"Bartter Syndrome, Type 3"
49090,HMDB0001967,49091,"Fructose-1,6-diphosphatase deficiency"
49091,HMDB0001967,49092,"Long-chain Fatty Acids, Defect in Transport of"
49092,HMDB0001967,49093,Oculocerebrorenal syndrome
49093,HMDB0001967,49094,Pearson Syndrome
49094,HMDB0001967,49095,"Bartter Syndrome, Type 3"
49095,HMDB0001967,49096,"Fructose-1,6-diphosphatase deficiency"
49096,HMDB0001967,49097,"Long-chain Fatty Acids, Defect in Transport of"
49097,HMDB0001967,49098,Oculocerebrorenal syndrome
49098,HMDB0001967,49099,Pearson Syndrome
49099,HMDB0001967,49100,"Bartter Syndrome, Type 3"
49100,HMDB0001967,49101,"Fructose-1,6-diphosphatase deficiency"
49101,HMDB0001967,49102,"Long-chain Fatty Acids, Defect in Transport of"
49102,HMDB0001967,49103,Oculocerebrorenal syndrome
49103,HMDB0001967,49104,Pearson Syndrome
49104,HMDB0001967,49105,"Bartter Syndrome, Type 3"
49105,HMDB0001967,49106,"Fructose-1,6-diphosphatase deficiency"
49106,HMDB0001967,49107,"Long-chain Fatty Acids, Defect in Transport of"
49107,HMDB0001967,49108,Oculocerebrorenal syndrome
49108,HMDB0001967,49109,Pearson Syndrome
49109,HMDB0001967,49110,"Bartter Syndrome, Type 3"
49110,HMDB0001967,49111,"Fructose-1,6-diphosphatase deficiency"
49111,HMDB0001967,49112,"Long-chain Fatty Acids, Defect in Transport of"
49112,HMDB0001967,49113,Oculocerebrorenal syndrome
49113,HMDB0001967,49114,Pearson Syndrome
49114,HMDB0001967,49115,"Bartter Syndrome, Type 3"
49115,HMDB0001967,49116,"Fructose-1,6-diphosphatase deficiency"
49116,HMDB0001967,49117,"Long-chain Fatty Acids, Defect in Transport of"
49117,HMDB0001967,49118,Oculocerebrorenal syndrome
49118,HMDB0001967,49119,Pearson Syndrome
49119,HMDB0001967,49120,"Bartter Syndrome, Type 3"
49120,HMDB0001967,49121,"Fructose-1,6-diphosphatase deficiency"
49121,HMDB0001967,49122,"Long-chain Fatty Acids, Defect in Transport of"
49122,HMDB0001967,49123,Oculocerebrorenal syndrome
49123,HMDB0001967,49124,Pearson Syndrome
49124,HMDB0001967,49125,"Bartter Syndrome, Type 3"
49125,HMDB0001967,49126,"Fructose-1,6-diphosphatase deficiency"
49126,HMDB0001967,49127,"Long-chain Fatty Acids, Defect in Transport of"
49127,HMDB0001967,49128,Oculocerebrorenal syndrome
49128,HMDB0001967,49129,Pearson Syndrome
49129,HMDB0001967,49130,"Bartter Syndrome, Type 3"
49130,HMDB0001967,49131,"Fructose-1,6-diphosphatase deficiency"
49131,HMDB0001967,49132,"Long-chain Fatty Acids, Defect in Transport of"
49132,HMDB0001967,49133,Oculocerebrorenal syndrome
49133,HMDB0001967,49134,Pearson Syndrome
49134,HMDB0001967,49135,"Bartter Syndrome, Type 3"
49135,HMDB0001967,49136,"Fructose-1,6-diphosphatase deficiency"
49136,HMDB0001967,49137,"Long-chain Fatty Acids, Defect in Transport of"
49137,HMDB0001967,49138,Oculocerebrorenal syndrome
49138,HMDB0001967,49139,Pearson Syndrome
49139,HMDB0001976,49140,Isovaleric acidemia
49140,HMDB0001976,49141,Colorectal cancer
49141,HMDB0001976,49142,Thyroid cancer 
49142,HMDB0001980,49143,Motor neuron disease
49143,HMDB0001982,49144,Obesity
49144,HMDB0001982,49145,Colorectal cancer
49145,HMDB0001987,49146,tert-Amyl-methyl ether exposed
49146,HMDB0001987,49147,Eosinophilic esophagitis
49147,HMDB0001988,49148,Colorectal cancer
49148,HMDB0001989,49149,Vessel occlusion
49149,HMDB0001989,49150,Alzheimer's disease
49150,HMDB0001989,49151,Multiple sclerosis
49151,HMDB0001989,49152,Parkinson's disease
49152,HMDB0001989,49153,Vessel occlusion
49153,HMDB0001989,49154,Alzheimer's disease
49154,HMDB0001989,49155,Multiple sclerosis
49155,HMDB0001989,49156,Parkinson's disease
49156,HMDB0001989,49157,Vessel occlusion
49157,HMDB0001989,49158,Alzheimer's disease
49158,HMDB0001989,49159,Multiple sclerosis
49159,HMDB0001989,49160,Parkinson's disease
49160,HMDB0001991,49161,Colorectal cancer
49161,HMDB0001991,49162,Asthma
49162,HMDB0001991,49163,Colorectal cancer
49163,HMDB0001991,49164,Asthma
49164,HMDB0001991,49165,Colorectal cancer
49165,HMDB0001991,49166,Asthma
49166,HMDB0001999,49167,Hypertension
49167,HMDB0001999,49168,Essential hypertension
49168,HMDB0001999,49169,Major depressive disorder
49169,HMDB0001999,49170,Isovaleric acidemia
49170,HMDB0001999,49171,Colorectal cancer
49171,HMDB0001999,49172,Hypertension
49172,HMDB0001999,49173,Essential hypertension
49173,HMDB0001999,49174,Major depressive disorder
49174,HMDB0001999,49175,Isovaleric acidemia
49175,HMDB0001999,49176,Colorectal cancer
49176,HMDB0001999,49177,Hypertension
49177,HMDB0001999,49178,Essential hypertension
49178,HMDB0001999,49179,Major depressive disorder
49179,HMDB0001999,49180,Isovaleric acidemia
49180,HMDB0001999,49181,Colorectal cancer
49181,HMDB0001999,49182,Hypertension
49182,HMDB0001999,49183,Essential hypertension
49183,HMDB0001999,49184,Major depressive disorder
49184,HMDB0001999,49185,Isovaleric acidemia
49185,HMDB0001999,49186,Colorectal cancer
49186,HMDB0001999,49187,Hypertension
49187,HMDB0001999,49188,Essential hypertension
49188,HMDB0001999,49189,Major depressive disorder
49189,HMDB0001999,49190,Isovaleric acidemia
49190,HMDB0001999,49191,Colorectal cancer
49191,HMDB0001999,49192,Hypertension
49192,HMDB0001999,49193,Essential hypertension
49193,HMDB0001999,49194,Major depressive disorder
49194,HMDB0001999,49195,Isovaleric acidemia
49195,HMDB0001999,49196,Colorectal cancer
49196,HMDB0001999,49197,Hypertension
49197,HMDB0001999,49198,Essential hypertension
49198,HMDB0001999,49199,Major depressive disorder
49199,HMDB0001999,49200,Isovaleric acidemia
49200,HMDB0001999,49201,Colorectal cancer
49201,HMDB0001999,49202,Hypertension
49202,HMDB0001999,49203,Essential hypertension
49203,HMDB0001999,49204,Major depressive disorder
49204,HMDB0001999,49205,Isovaleric acidemia
49205,HMDB0001999,49206,Colorectal cancer
49206,HMDB0001999,49207,Hypertension
49207,HMDB0001999,49208,Essential hypertension
49208,HMDB0001999,49209,Major depressive disorder
49209,HMDB0001999,49210,Isovaleric acidemia
49210,HMDB0001999,49211,Colorectal cancer
49211,HMDB0001999,49212,Hypertension
49212,HMDB0001999,49213,Essential hypertension
49213,HMDB0001999,49214,Major depressive disorder
49214,HMDB0001999,49215,Isovaleric acidemia
49215,HMDB0001999,49216,Colorectal cancer
49216,HMDB0001999,49217,Hypertension
49217,HMDB0001999,49218,Essential hypertension
49218,HMDB0001999,49219,Major depressive disorder
49219,HMDB0001999,49220,Isovaleric acidemia
49220,HMDB0001999,49221,Colorectal cancer
49221,HMDB0001999,49222,Hypertension
49222,HMDB0001999,49223,Essential hypertension
49223,HMDB0001999,49224,Major depressive disorder
49224,HMDB0001999,49225,Isovaleric acidemia
49225,HMDB0001999,49226,Colorectal cancer
49226,HMDB0001999,49227,Hypertension
49227,HMDB0001999,49228,Essential hypertension
49228,HMDB0001999,49229,Major depressive disorder
49229,HMDB0001999,49230,Isovaleric acidemia
49230,HMDB0001999,49231,Colorectal cancer
49231,HMDB0001999,49232,Hypertension
49232,HMDB0001999,49233,Essential hypertension
49233,HMDB0001999,49234,Major depressive disorder
49234,HMDB0001999,49235,Isovaleric acidemia
49235,HMDB0001999,49236,Colorectal cancer
49236,HMDB0001999,49237,Hypertension
49237,HMDB0001999,49238,Essential hypertension
49238,HMDB0001999,49239,Major depressive disorder
49239,HMDB0001999,49240,Isovaleric acidemia
49240,HMDB0001999,49241,Colorectal cancer
49241,HMDB0001999,49242,Hypertension
49242,HMDB0001999,49243,Essential hypertension
49243,HMDB0001999,49244,Major depressive disorder
49244,HMDB0001999,49245,Isovaleric acidemia
49245,HMDB0001999,49246,Colorectal cancer
49246,HMDB0001999,49247,Hypertension
49247,HMDB0001999,49248,Essential hypertension
49248,HMDB0001999,49249,Major depressive disorder
49249,HMDB0001999,49250,Isovaleric acidemia
49250,HMDB0001999,49251,Colorectal cancer
49251,HMDB0001999,49252,Hypertension
49252,HMDB0001999,49253,Essential hypertension
49253,HMDB0001999,49254,Major depressive disorder
49254,HMDB0001999,49255,Isovaleric acidemia
49255,HMDB0001999,49256,Colorectal cancer
49256,HMDB0001999,49257,Hypertension
49257,HMDB0001999,49258,Essential hypertension
49258,HMDB0001999,49259,Major depressive disorder
49259,HMDB0001999,49260,Isovaleric acidemia
49260,HMDB0001999,49261,Colorectal cancer
49261,HMDB0001999,49262,Hypertension
49262,HMDB0001999,49263,Essential hypertension
49263,HMDB0001999,49264,Major depressive disorder
49264,HMDB0001999,49265,Isovaleric acidemia
49265,HMDB0001999,49266,Colorectal cancer
49266,HMDB0001999,49267,Hypertension
49267,HMDB0001999,49268,Essential hypertension
49268,HMDB0001999,49269,Major depressive disorder
49269,HMDB0001999,49270,Isovaleric acidemia
49270,HMDB0001999,49271,Colorectal cancer
49271,HMDB0001999,49272,Hypertension
49272,HMDB0001999,49273,Essential hypertension
49273,HMDB0001999,49274,Major depressive disorder
49274,HMDB0001999,49275,Isovaleric acidemia
49275,HMDB0001999,49276,Colorectal cancer
49276,HMDB0001999,49277,Hypertension
49277,HMDB0001999,49278,Essential hypertension
49278,HMDB0001999,49279,Major depressive disorder
49279,HMDB0001999,49280,Isovaleric acidemia
49280,HMDB0001999,49281,Colorectal cancer
49281,HMDB0001999,49282,Hypertension
49282,HMDB0001999,49283,Essential hypertension
49283,HMDB0001999,49284,Major depressive disorder
49284,HMDB0001999,49285,Isovaleric acidemia
