,metagene_id,Name,Disease,Disease Synonym,min_age,max_age,min_range,max_range,unit,meta_id,related_hmdb
9336,9927,L-Lactic acid,SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME (SPDRS),GM3 SYNTHASE DEFICIENCY; ST3GAL5-CDG,18.0,64.0,0.70,1.9,mmol/l,211,HMDB0001311
9337,9928,L-Lactic acid,SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME (SPDRS),GM3 SYNTHASE DEFICIENCY; ST3GAL5-CDG,0.0,2.0,1.00,2.3,mmol/l,214,HMDB0001311
9338,9929,L-Lactic acid,SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME (SPDRS),GM3 SYNTHASE DEFICIENCY; ST3GAL5-CDG,0.0,2.0,0.90,2.0,mmol/l,206,HMDB0001311
9339,9930,L-Lactic acid,SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME (SPDRS),GM3 SYNTHASE DEFICIENCY; ST3GAL5-CDG,1.0,13.0,0.50,1.6,mmol/l,209,HMDB0001311
9340,9931,L-Lactic acid,SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME (SPDRS),GM3 SYNTHASE DEFICIENCY; ST3GAL5-CDG,18.0,64.0,0.60,0.9,mmol/l,212,HMDB0001311
9341,9932,L-Lactic acid,SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME (SPDRS),GM3 SYNTHASE DEFICIENCY; ST3GAL5-CDG,0.0,2.0,0.80,1.5,mmol/l,202,HMDB0001311
9342,9933,L-Lactic acid,SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME (SPDRS),GM3 SYNTHASE DEFICIENCY; ST3GAL5-CDG,1.0,13.0,0.70,1.9,mmol/l,210,HMDB0001311
9343,9934,L-Lactic acid,SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME (SPDRS),GM3 SYNTHASE DEFICIENCY; ST3GAL5-CDG,18.0,64.0,0.40,1.0,mmol/l,213,HMDB0001311
9344,9935,L-Lactic acid,SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME (SPDRS),GM3 SYNTHASE DEFICIENCY; ST3GAL5-CDG,7.0,15.0,0.40,0.9,mmol/l,1137,HMDB0001311
9345,9936,L-Lactic acid,SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME (SPDRS),GM3 SYNTHASE DEFICIENCY; ST3GAL5-CDG,1.0,7.0,0.70,1.6,mmol/l,1136,HMDB0001311
9346,9937,L-Lactic acid,SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME (SPDRS),GM3 SYNTHASE DEFICIENCY; ST3GAL5-CDG,1.0,13.0,0.90,1.8,mmol/l,203,HMDB0001311
9347,9938,L-Lactic acid,SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME (SPDRS),GM3 SYNTHASE DEFICIENCY; ST3GAL5-CDG,18.0,64.0,1.00,1.5,mmol/l,204,HMDB0001311
9348,9939,L-Lactic acid,SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME (SPDRS),GM3 SYNTHASE DEFICIENCY; ST3GAL5-CDG,0.0,2.0,2.00,3.0,mmol/l,207,HMDB0001311
9349,9940,Sarcosine,SARCOSINEMIA,SARCOSINE DEHYDROGENASE COMPLEX DEFICIENCY; HYPERSARCOSINEMIA,0.0,0.02,0.00,625.0,µmol/l,141,HMDB0000271
9350,9942,D-Arabitol,SEDOHEPTULOKINASE DEFICIENCY (SHPKD),,1.0,13.0,0.00,5.0,μmol/l,2119,HMDB0001851
9351,9943,Erythritol,SEDOHEPTULOKINASE DEFICIENCY (SHPKD),,1.0,13.0,0.00,5.0,μmol/l,2120,HMDB0002994
9352,9955,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,0.0,2.0,0.70,3.3,mmol/l,330,HMDB0001311
9353,9956,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,1.0,13.0,0.90,1.8,mmol/l,469,HMDB0001311
9354,9957,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,1.0,13.0,0.80,1.5,mmol/l,208,HMDB0001311
9355,9958,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,18.0,64.0,0.70,1.9,mmol/l,211,HMDB0001311
9356,9959,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,0.0,2.0,1.00,2.3,mmol/l,214,HMDB0001311
9357,9960,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,0.0,2.0,0.90,2.0,mmol/l,206,HMDB0001311
9358,9961,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,1.0,13.0,0.50,1.6,mmol/l,209,HMDB0001311
9359,9962,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,18.0,64.0,0.60,0.9,mmol/l,212,HMDB0001311
9360,9963,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,0.0,2.0,0.80,1.5,mmol/l,202,HMDB0001311
9361,9964,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,1.0,13.0,0.70,1.9,mmol/l,210,HMDB0001311
9362,9965,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,18.0,64.0,0.40,1.0,mmol/l,213,HMDB0001311
9363,9966,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,7.0,15.0,0.40,0.9,mmol/l,1137,HMDB0001311
9364,9967,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,1.0,7.0,0.70,1.6,mmol/l,1136,HMDB0001311
9365,9968,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,1.0,13.0,0.90,1.8,mmol/l,203,HMDB0001311
9366,9969,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,18.0,64.0,1.00,1.5,mmol/l,204,HMDB0001311
9367,9970,L-Lactic acid,SENGERS SYNDROME,CATARACT AND CARDIOMYOPATHY,0.0,2.0,2.00,3.0,mmol/l,207,HMDB0001311
9368,9971,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",0.0,2.0,0.70,3.3,mmol/l,330,HMDB0001311
9369,9972,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",1.0,13.0,0.90,1.8,mmol/l,469,HMDB0001311
9370,9973,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",1.0,13.0,0.80,1.5,mmol/l,208,HMDB0001311
9371,9974,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",18.0,64.0,0.70,1.9,mmol/l,211,HMDB0001311
9372,9975,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",0.0,2.0,1.00,2.3,mmol/l,214,HMDB0001311
9373,9976,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",0.0,2.0,0.90,2.0,mmol/l,206,HMDB0001311
9374,9977,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",1.0,13.0,0.50,1.6,mmol/l,209,HMDB0001311
9375,9978,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",18.0,64.0,0.60,0.9,mmol/l,212,HMDB0001311
9376,9979,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",0.0,2.0,0.80,1.5,mmol/l,202,HMDB0001311
9377,9980,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",1.0,13.0,0.70,1.9,mmol/l,210,HMDB0001311
9378,9981,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",18.0,64.0,0.40,1.0,mmol/l,213,HMDB0001311
9379,9982,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",7.0,15.0,0.40,0.9,mmol/l,1137,HMDB0001311
9380,9983,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",1.0,7.0,0.70,1.6,mmol/l,1136,HMDB0001311
9381,9984,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",1.0,13.0,0.90,1.8,mmol/l,203,HMDB0001311
9382,9985,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",18.0,64.0,1.00,1.5,mmol/l,204,HMDB0001311
9383,9986,L-Lactic acid,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS (SANDO)","SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",0.0,2.0,2.00,3.0,mmol/l,207,HMDB0001311
9384,9987,D-Glucose,"SEPSIS, NEONATAL [DD]",,13.0,18.0,2.60,5.5,mmol/l,47,HMDB0003345
9385,9988,D-Glucose,"SEPSIS, NEONATAL [DD]",,18.0,64.0,2.60,5.5,mmol/l,281,HMDB0003345
9386,9989,D-Glucose,"SEPSIS, NEONATAL [DD]",,1.0,13.0,3.30,5.5,mmol/l,282,HMDB0003345
9387,9990,D-Glucose,"SEPSIS, NEONATAL [DD]",,0.0,0.0907,1.10,3.3,mmol/l,280,HMDB0003345
9388,9991,D-Glucose,"SEPSIS, NEONATAL [DD]",,0.0,0.0028,2.20,3.3,mmol/l,283,HMDB0003345
9389,9992,D-Glucose,"SEPSIS, NEONATAL [DD]",,0.0,0.0028,2.80,5.0,mmol/l,46,HMDB0003345
9390,9993,D-Glucose,"SEPSIS, NEONATAL [DD]",,,,2.70,4.5,mmol/l,1134,HMDB0003345
9391,9994,D-Glucose,"SEPSIS, NEONATAL [DD]",,,,3.00,4.3,mmol/l,1135,HMDB0003345
9392,9995,D-Glucose,"SEPSIS, NEONATAL [DD]",,1.0,13.0,2.60,5.5,mmol/l,490,HMDB0003345
9393,9996,D-Glucose,"SEPSIS, NEONATAL [DD]",,0.0,0.0028,2.60,5.5,mmol/l,333,HMDB0003345
9394,9997,D-Glucose,"SEPSIS, NEONATAL [DD]",,0.0,2.0,2.60,5.5,mmol/l,334,HMDB0003345
9395,9998,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,0.0,2.0,0.70,3.3,mmol/l,330,HMDB0001311
9396,9999,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,1.0,13.0,0.90,1.8,mmol/l,469,HMDB0001311
9397,10000,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,1.0,13.0,0.80,1.5,mmol/l,208,HMDB0001311
9398,10001,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,18.0,64.0,0.70,1.9,mmol/l,211,HMDB0001311
9399,10002,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,0.0,2.0,1.00,2.3,mmol/l,214,HMDB0001311
9400,10003,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,0.0,2.0,0.90,2.0,mmol/l,206,HMDB0001311
9401,10004,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,1.0,13.0,0.50,1.6,mmol/l,209,HMDB0001311
9402,10005,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,18.0,64.0,0.60,0.9,mmol/l,212,HMDB0001311
9403,10006,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,0.0,2.0,0.80,1.5,mmol/l,202,HMDB0001311
9404,10007,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,1.0,13.0,0.70,1.9,mmol/l,210,HMDB0001311
9405,10008,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,18.0,64.0,0.40,1.0,mmol/l,213,HMDB0001311
9406,10009,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,7.0,15.0,0.40,0.9,mmol/l,1137,HMDB0001311
9407,10010,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,1.0,7.0,0.70,1.6,mmol/l,1136,HMDB0001311
9408,10011,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,1.0,13.0,0.90,1.8,mmol/l,203,HMDB0001311
9409,10012,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,18.0,64.0,1.00,1.5,mmol/l,204,HMDB0001311
9410,10013,L-Lactic acid,"SEPSIS, NEONATAL [DD]",,0.0,2.0,2.00,3.0,mmol/l,207,HMDB0001311
9413,10016,Glycine,SERINE DEFIENCY SYNDROME (NEW DISEASE?),,18.0,64.0,122.00,550.0,μmol/l,1944,HMDB0000123
9414,10017,Glycine,SERINE DEFIENCY SYNDROME (NEW DISEASE?),,13.0,18.0,166.00,330.0,μmol/l,1945,HMDB0000123
9415,10018,Glycine,SERINE DEFIENCY SYNDROME (NEW DISEASE?),,1.0,13.0,130.00,400.0,μmol/l,1946,HMDB0000123
9416,10019,L-Serine,SERINE DEFIENCY SYNDROME (NEW DISEASE?),,18.0,64.0,58.00,181.0,μmol/l,1964,HMDB0000187
9417,10020,Glycine,SERINE DEFIENCY SYNDROME (NEW DISEASE?),,0.0,0.0028,230.00,500.0,μmol/l,35,HMDB0000123
9418,10021,Glycine,SERINE DEFIENCY SYNDROME (NEW DISEASE?),,0.0,2.0,100.00,350.0,μmol/l,977,HMDB0000123
9419,10022,Glycine,SERINE DEFIENCY SYNDROME (NEW DISEASE?),,0.0,0.02,85.10,536.0,µmol/l,1272,HMDB0000123
9420,10023,L-Serine,SERINE DEFIENCY SYNDROME (NEW DISEASE?),,0.0,0.0028,100.00,395.0,μmol/l,135,HMDB0000187
9421,10024,L-Serine,SERINE DEFIENCY SYNDROME (NEW DISEASE?),,0.0,0.02,34.55,281.51,µmol/l,1276,HMDB0000187
9422,10025,L-Serine,SERINE DEFIENCY SYNDROME (NEW DISEASE?),,0.0,2.0,42.00,221.0,μmol/l,1277,HMDB0000187
9423,10026,Ammonia,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",13.0,18.0,19.00,71.0,μmol/l,1992,HMDB0000051
9424,10027,Ammonia,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,2.0,25.00,80.0,μmol/l,9,HMDB0000051
9425,10028,Ammonia,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",1.0,13.0,11.00,68.0,μmol/l,1092,HMDB0000051
9426,10029,Ammonia,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,0.0907,45.00,97.0,µmol/l,37,HMDB0000051
9427,10030,Ammonia,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,0.0028,36.00,110.0,μmol/l,278,HMDB0000051
9428,10031,Ammonia,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,0.0907,47.00,91.0,µmol/l,277,HMDB0000051
9429,10032,Ammonia,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,0.0907,41.00,79.0,µmol/l,276,HMDB0000051
9430,10033,Ammonia,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,0.0907,28.00,56.0,µmol/l,275,HMDB0000051
9431,10034,Ammonia,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,0.0907,24.00,60.0,µmol/l,274,HMDB0000051
9432,10035,Ammonia,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,0.0907,27.00,59.0,µmol/l,273,HMDB0000051
9433,10036,Ammonia,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,0.0907,27.00,57.0,µmol/l,279,HMDB0000051
9435,10038,D-Glucose,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",13.0,18.0,2.60,5.5,mmol/l,47,HMDB0003345
9436,10039,D-Glucose,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",18.0,64.0,2.60,5.5,mmol/l,281,HMDB0003345
9437,10040,D-Glucose,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",1.0,13.0,3.30,5.5,mmol/l,282,HMDB0003345
9438,10041,D-Glucose,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,0.0907,1.10,3.3,mmol/l,280,HMDB0003345
9439,10042,D-Glucose,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,0.0028,2.20,3.3,mmol/l,283,HMDB0003345
9440,10043,D-Glucose,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,0.0028,2.80,5.0,mmol/l,46,HMDB0003345
9441,10044,D-Glucose,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",,,2.70,4.5,mmol/l,1134,HMDB0003345
9442,10045,D-Glucose,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",,,3.00,4.3,mmol/l,1135,HMDB0003345
9443,10046,D-Glucose,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",1.0,13.0,2.60,5.5,mmol/l,490,HMDB0003345
9444,10047,D-Glucose,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,0.0028,2.60,5.5,mmol/l,333,HMDB0003345
9445,10048,D-Glucose,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,2.0,2.60,5.5,mmol/l,334,HMDB0003345
9446,10049,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,2.0,0.70,3.3,mmol/l,330,HMDB0001311
9447,10050,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",1.0,13.0,0.90,1.8,mmol/l,469,HMDB0001311
9448,10051,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",1.0,13.0,0.80,1.5,mmol/l,208,HMDB0001311
9449,10052,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",18.0,64.0,0.70,1.9,mmol/l,211,HMDB0001311
9450,10053,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,2.0,1.00,2.3,mmol/l,214,HMDB0001311
9451,10054,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,2.0,0.90,2.0,mmol/l,206,HMDB0001311
9452,10055,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",1.0,13.0,0.50,1.6,mmol/l,209,HMDB0001311
9453,10056,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",18.0,64.0,0.60,0.9,mmol/l,212,HMDB0001311
9454,10057,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,2.0,0.80,1.5,mmol/l,202,HMDB0001311
9455,10058,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",1.0,13.0,0.70,1.9,mmol/l,210,HMDB0001311
9456,10059,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",18.0,64.0,0.40,1.0,mmol/l,213,HMDB0001311
9457,10060,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",7.0,15.0,0.40,0.9,mmol/l,1137,HMDB0001311
9458,10061,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",1.0,7.0,0.70,1.6,mmol/l,1136,HMDB0001311
9459,10062,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",1.0,13.0,0.90,1.8,mmol/l,203,HMDB0001311
9460,10063,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",18.0,64.0,1.00,1.5,mmol/l,204,HMDB0001311
9461,10064,L-Lactic acid,SHORT CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY (SCAD),"ACYL-COA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF",0.0,2.0,2.00,3.0,mmol/l,207,HMDB0001311
9462,10070,Ribitol,"SHORT STATURE, DEVELOPMENTAL DELAY, AND CONGENITAL HEART DEFECTS (SDDHD, TKT)",TRANSKETOLASE DEFICIENCY,1.0,13.0,0.00,5.0,μmol/l,2118,HMDB0000508
9463,10071,D-Arabitol,"SHORT STATURE, DEVELOPMENTAL DELAY, AND CONGENITAL HEART DEFECTS (SDDHD, TKT)",TRANSKETOLASE DEFICIENCY,1.0,13.0,0.00,5.0,μmol/l,2119,HMDB0001851
9464,10072,Erythritol,"SHORT STATURE, DEVELOPMENTAL DELAY, AND CONGENITAL HEART DEFECTS (SDDHD, TKT)",TRANSKETOLASE DEFICIENCY,1.0,13.0,0.00,5.0,μmol/l,2120,HMDB0002994
9465,10073,Myo-inositol,"SHORT STATURE, DEVELOPMENTAL DELAY, AND CONGENITAL HEART DEFECTS (SDDHD, TKT)",TRANSKETOLASE DEFICIENCY,1.0,13.0,21.00,49.0,μmol/l,2121,HMDB0000211
9466,10074,7-Dehydrocholesterol,SMITH-LEMLI-OPITZ SYNDROME (SLOS),SLOS,0.0,99.0,0.00,0.01,μmol/l,2131,HMDB0000032
9467,10076,8-Dehydrocholesterol,SMITH-LEMLI-OPITZ SYNDROME (SLOS),SLOS,0.0,0.0028,0.00,0.02,μmol/l,806,HMDB0002027
9468,10077,3-Hydroxyisovaleric acid,"SOLUTE CARRIER FAMILY 5 (SODIUM-DEPENDENT VITAMIN TRANSPORTER), MEMBER 6 (SLC5A6)",,1.0,13.0,0.00,19.0,μmol/l,397,HMDB0000754
9470,10079,Ammonia,"SOLUTE CARRIER FAMILY 5 (SODIUM-DEPENDENT VITAMIN TRANSPORTER), MEMBER 6 (SLC5A6)",,13.0,18.0,19.00,71.0,μmol/l,1992,HMDB0000051
