,Name,Disease,Disease Synonym,min_age,max_age,min_range,max_range,unit,meta_id
9110,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY 1, CYTOSOLIC (PEPCK1)","PEPCK-C; PEPCK1 DEFICIENCY, CYTOSOLIC",1,13,0.90,1.80,mmol/l,203
9111,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY 1, CYTOSOLIC (PEPCK1)","PEPCK-C; PEPCK1 DEFICIENCY, CYTOSOLIC",18,64,1.00,1.50,mmol/l,204
9112,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY 1, CYTOSOLIC (PEPCK1)","PEPCK-C; PEPCK1 DEFICIENCY, CYTOSOLIC",0,2,2.00,3.00,mmol/l,207
9113,Pyruvic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,0,99,60.00,100.00,μmol/l,2103
9114,D-Glucose,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,13,18,2.60,5.50,mmol/l,47
9115,D-Glucose,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,18,64,2.60,5.50,mmol/l,281
9116,D-Glucose,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,1,13,3.30,5.50,mmol/l,282
9117,D-Glucose,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,0,0.0907,1.10,3.30,mmol/l,280
9118,D-Glucose,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,0,0.0028,2.20,3.30,mmol/l,283
9119,D-Glucose,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,0,0.0028,2.80,5.00,mmol/l,46
9120,D-Glucose,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,,,2.70,4.50,mmol/l,1134
9121,D-Glucose,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,,,3.00,4.30,mmol/l,1135
9122,D-Glucose,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,1,13,2.60,5.50,mmol/l,490
9123,D-Glucose,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,0,0.0028,2.60,5.50,mmol/l,333
9124,D-Glucose,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,0,2,2.60,5.50,mmol/l,334
9136,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,0,2,0.70,3.30,mmol/l,330
9137,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,1,13,0.90,1.80,mmol/l,469
9138,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,1,13,0.80,1.50,mmol/l,208
9139,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,18,64,0.70,1.90,mmol/l,211
9140,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,0,2,1.00,2.30,mmol/l,214
9141,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,0,2,0.90,2.00,mmol/l,206
9142,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,1,13,0.50,1.60,mmol/l,209
9143,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,18,64,0.60,0.90,mmol/l,212
9144,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,0,2,0.80,1.50,mmol/l,202
9145,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,1,13,0.70,1.90,mmol/l,210
9146,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,18,64,0.40,1.00,mmol/l,213
9147,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,7,15,0.40,0.90,mmol/l,1137
9148,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,1,7,0.70,1.60,mmol/l,1136
9149,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,1,13,0.90,1.80,mmol/l,203
9150,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,18,64,1.00,1.50,mmol/l,204
9151,L-Lactic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,0,2,2.00,3.00,mmol/l,207
9152,Pyruvic acid,"PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL (PEPCK2)",PEPCK-M; PEPCK2 DEFICIENCY,18,64,27.00,160.00,µmol/l,292
9153,Hemoglobine,PHOSPHOGLYCERATE KINASE 1 DEFICIENCY,PGK1 DEFICIENCY,0,0.02,12.00,20.00,g/dl,485
9154,Hemoglobine,PHOSPHOGLYCERATE KINASE 1 DEFICIENCY,PGK1 DEFICIENCY,1,13,12.00,15.00,g/dl,693
9155,Hemoglobine,PHOSPHOGLYCERATE KINASE 1 DEFICIENCY,PGK1 DEFICIENCY,0,2,9.00,14.00,g/dl,1007
9156,Hypoxanthine,PHOSPHORIBOSYLPYROPHOSPHATE SYNTHETASE SUPERACTIVITY (PRPPS),PRPS1 SUPERACTIVITY,0,99,0.00,10.00,μmol/l,1067
9157,Glycine,PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY,PSAT,18,64,122.00,550.00,μmol/l,1944
9158,Glycine,PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY,PSAT,13,18,166.00,330.00,μmol/l,1945
9159,Glycine,PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY,PSAT,1,13,130.00,400.00,μmol/l,1946
9160,L-Serine,PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY,PSAT,18,64,58.00,181.00,μmol/l,1964
9161,Glycine,PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY,PSAT,0,0.0028,230.00,500.00,μmol/l,35
9162,Glycine,PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY,PSAT,0,2,100.00,350.00,μmol/l,977
9163,Glycine,PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY,PSAT,0,0.02,85.10,536.00,µmol/l,1272
9164,L-Serine,PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY,PSAT,0,0.0028,100.00,395.00,μmol/l,135
9165,L-Serine,PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY,PSAT,0,0.02,34.55,281.51,µmol/l,1276
9166,L-Serine,PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY,PSAT,0,2,42.00,221.00,μmol/l,1277
9167,Glycine,PHOSPHOSERINE PHOSPHATASE DEFICIENCY (PSPH),PSPHD,18,64,122.00,550.00,μmol/l,1944
9168,Glycine,PHOSPHOSERINE PHOSPHATASE DEFICIENCY (PSPH),PSPHD,13,18,166.00,330.00,μmol/l,1945
9169,Glycine,PHOSPHOSERINE PHOSPHATASE DEFICIENCY (PSPH),PSPHD,1,13,130.00,400.00,μmol/l,1946
9170,L-Serine,PHOSPHOSERINE PHOSPHATASE DEFICIENCY (PSPH),PSPHD,18,64,58.00,181.00,μmol/l,1964
9171,Glycine,PHOSPHOSERINE PHOSPHATASE DEFICIENCY (PSPH),PSPHD,0,0.0028,230.00,500.00,μmol/l,35
9172,Glycine,PHOSPHOSERINE PHOSPHATASE DEFICIENCY (PSPH),PSPHD,0,2,100.00,350.00,μmol/l,977
9173,Glycine,PHOSPHOSERINE PHOSPHATASE DEFICIENCY (PSPH),PSPHD,0,0.02,85.10,536.00,µmol/l,1272
9174,L-Serine,PHOSPHOSERINE PHOSPHATASE DEFICIENCY (PSPH),PSPHD,0,0.0028,100.00,395.00,μmol/l,135
9175,L-Serine,PHOSPHOSERINE PHOSPHATASE DEFICIENCY (PSPH),PSPHD,0,0.02,34.55,281.51,µmol/l,1276
9176,L-Serine,PHOSPHOSERINE PHOSPHATASE DEFICIENCY (PSPH),PSPHD,0,2,42.00,221.00,μmol/l,1277
9177,Human growth hormone (hGH),"PITUITARY HORMONE DEFICIENCY, COMBINED, 1; CPHD1",,0,0.02,10.00,40.00,µg/l,487
9178,Human growth hormone (hGH),"PITUITARY HORMONE DEFICIENCY, COMBINED, 1; CPHD1",,1,13,12.00,15.00,ng/ml,488
9179,Adrenocorticotropic hormone (ACTH),"PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2",PANHYPOPITUITARISM; HANHART DWARFISM,1,13,10.00,20.00,pg/ml,473
9180,Adrenocorticotropic hormone (ACTH),"PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2",PANHYPOPITUITARISM; HANHART DWARFISM,1,13,4.40,22.20,pmol/l,1195
9181,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2",PANHYPOPITUITARISM; HANHART DWARFISM,13,18,2.60,5.50,mmol/l,47
9182,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2",PANHYPOPITUITARISM; HANHART DWARFISM,18,64,2.60,5.50,mmol/l,281
9183,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2",PANHYPOPITUITARISM; HANHART DWARFISM,1,13,3.30,5.50,mmol/l,282
9184,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2",PANHYPOPITUITARISM; HANHART DWARFISM,0,0.0907,1.10,3.30,mmol/l,280
9185,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2",PANHYPOPITUITARISM; HANHART DWARFISM,0,0.0028,2.20,3.30,mmol/l,283
9186,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2",PANHYPOPITUITARISM; HANHART DWARFISM,0,0.0028,2.80,5.00,mmol/l,46
9187,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2",PANHYPOPITUITARISM; HANHART DWARFISM,,,2.70,4.50,mmol/l,1134
9188,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2",PANHYPOPITUITARISM; HANHART DWARFISM,,,3.00,4.30,mmol/l,1135
9189,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2",PANHYPOPITUITARISM; HANHART DWARFISM,1,13,2.60,5.50,mmol/l,490
9190,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2",PANHYPOPITUITARISM; HANHART DWARFISM,0,0.0028,2.60,5.50,mmol/l,333
9191,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2",PANHYPOPITUITARISM; HANHART DWARFISM,0,2,2.60,5.50,mmol/l,334
9192,Human growth hormone (hGH),"PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2",PANHYPOPITUITARISM; HANHART DWARFISM,0,0.02,10.00,40.00,µg/l,487
9193,Human growth hormone (hGH),"PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2",PANHYPOPITUITARISM; HANHART DWARFISM,1,13,12.00,15.00,ng/ml,488
9194,Adrenocorticotropic hormone (ACTH),"PITUITARY HORMONE DEFICIENCY, COMBINED, 3; CPHD3","PITUITARY HORMONE DEFICIENCY, COMBINED, WITH RIGID CERVICAL SPINE DEAFNESS, SENSORINEURAL, WITH PITUITARY DWARFISM",1,13,10.00,20.00,pg/ml,473
9195,Adrenocorticotropic hormone (ACTH),"PITUITARY HORMONE DEFICIENCY, COMBINED, 3; CPHD3","PITUITARY HORMONE DEFICIENCY, COMBINED, WITH RIGID CERVICAL SPINE DEAFNESS, SENSORINEURAL, WITH PITUITARY DWARFISM",1,13,4.40,22.20,pmol/l,1195
9196,Human growth hormone (hGH),"PITUITARY HORMONE DEFICIENCY, COMBINED, 3; CPHD3","PITUITARY HORMONE DEFICIENCY, COMBINED, WITH RIGID CERVICAL SPINE DEAFNESS, SENSORINEURAL, WITH PITUITARY DWARFISM",0,0.02,10.00,40.00,µg/l,487
9197,Human growth hormone (hGH),"PITUITARY HORMONE DEFICIENCY, COMBINED, 3; CPHD3","PITUITARY HORMONE DEFICIENCY, COMBINED, WITH RIGID CERVICAL SPINE DEAFNESS, SENSORINEURAL, WITH PITUITARY DWARFISM",1,13,12.00,15.00,ng/ml,488
9198,Adrenocorticotropic hormone (ACTH),"PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4","SHORT STATURE, PITUITARY AND CEREBELLAR DEFECTS, AND SMALL SELLA TURCICA",1,13,10.00,20.00,pg/ml,473
9199,Adrenocorticotropic hormone (ACTH),"PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4","SHORT STATURE, PITUITARY AND CEREBELLAR DEFECTS, AND SMALL SELLA TURCICA",1,13,4.40,22.20,pmol/l,1195
9200,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4","SHORT STATURE, PITUITARY AND CEREBELLAR DEFECTS, AND SMALL SELLA TURCICA",13,18,2.60,5.50,mmol/l,47
9201,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4","SHORT STATURE, PITUITARY AND CEREBELLAR DEFECTS, AND SMALL SELLA TURCICA",18,64,2.60,5.50,mmol/l,281
9202,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4","SHORT STATURE, PITUITARY AND CEREBELLAR DEFECTS, AND SMALL SELLA TURCICA",1,13,3.30,5.50,mmol/l,282
9203,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4","SHORT STATURE, PITUITARY AND CEREBELLAR DEFECTS, AND SMALL SELLA TURCICA",0,0.0907,1.10,3.30,mmol/l,280
9204,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4","SHORT STATURE, PITUITARY AND CEREBELLAR DEFECTS, AND SMALL SELLA TURCICA",0,0.0028,2.20,3.30,mmol/l,283
9205,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4","SHORT STATURE, PITUITARY AND CEREBELLAR DEFECTS, AND SMALL SELLA TURCICA",0,0.0028,2.80,5.00,mmol/l,46
9206,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4","SHORT STATURE, PITUITARY AND CEREBELLAR DEFECTS, AND SMALL SELLA TURCICA",,,2.70,4.50,mmol/l,1134
9207,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4","SHORT STATURE, PITUITARY AND CEREBELLAR DEFECTS, AND SMALL SELLA TURCICA",,,3.00,4.30,mmol/l,1135
9208,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4","SHORT STATURE, PITUITARY AND CEREBELLAR DEFECTS, AND SMALL SELLA TURCICA",1,13,2.60,5.50,mmol/l,490
9209,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4","SHORT STATURE, PITUITARY AND CEREBELLAR DEFECTS, AND SMALL SELLA TURCICA",0,0.0028,2.60,5.50,mmol/l,333
9210,D-Glucose,"PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4","SHORT STATURE, PITUITARY AND CEREBELLAR DEFECTS, AND SMALL SELLA TURCICA",0,2,2.60,5.50,mmol/l,334
9211,Human growth hormone (hGH),"PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4","SHORT STATURE, PITUITARY AND CEREBELLAR DEFECTS, AND SMALL SELLA TURCICA",0,0.02,10.00,40.00,µg/l,487
9212,Human growth hormone (hGH),"PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4","SHORT STATURE, PITUITARY AND CEREBELLAR DEFECTS, AND SMALL SELLA TURCICA",1,13,12.00,15.00,ng/ml,488
9213,D-Glucose,PITUITARY STALK INTERRUPTION SYNDROME (PSIS),,13,18,2.60,5.50,mmol/l,47
9214,D-Glucose,PITUITARY STALK INTERRUPTION SYNDROME (PSIS),,18,64,2.60,5.50,mmol/l,281
9215,D-Glucose,PITUITARY STALK INTERRUPTION SYNDROME (PSIS),,1,13,3.30,5.50,mmol/l,282
9216,D-Glucose,PITUITARY STALK INTERRUPTION SYNDROME (PSIS),,0,0.0907,1.10,3.30,mmol/l,280
9217,D-Glucose,PITUITARY STALK INTERRUPTION SYNDROME (PSIS),,0,0.0028,2.20,3.30,mmol/l,283
9218,D-Glucose,PITUITARY STALK INTERRUPTION SYNDROME (PSIS),,0,0.0028,2.80,5.00,mmol/l,46
9219,D-Glucose,PITUITARY STALK INTERRUPTION SYNDROME (PSIS),,,,2.70,4.50,mmol/l,1134
9220,D-Glucose,PITUITARY STALK INTERRUPTION SYNDROME (PSIS),,,,3.00,4.30,mmol/l,1135
9221,D-Glucose,PITUITARY STALK INTERRUPTION SYNDROME (PSIS),,1,13,2.60,5.50,mmol/l,490
9222,D-Glucose,PITUITARY STALK INTERRUPTION SYNDROME (PSIS),,0,0.0028,2.60,5.50,mmol/l,333
9223,D-Glucose,PITUITARY STALK INTERRUPTION SYNDROME (PSIS),,0,2,2.60,5.50,mmol/l,334
9224,Human growth hormone (hGH),PITUITARY STALK INTERRUPTION SYNDROME (PSIS),,0,0.02,10.00,40.00,µg/l,487
9225,Human growth hormone (hGH),PITUITARY STALK INTERRUPTION SYNDROME (PSIS),,1,13,12.00,15.00,ng/ml,488
9226,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,0,2,0.70,3.30,mmol/l,330
9227,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,1,13,0.90,1.80,mmol/l,469
9228,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,1,13,0.80,1.50,mmol/l,208
9229,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,18,64,0.70,1.90,mmol/l,211
9230,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,0,2,1.00,2.30,mmol/l,214
9231,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,0,2,0.90,2.00,mmol/l,206
9232,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,1,13,0.50,1.60,mmol/l,209
9233,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,18,64,0.60,0.90,mmol/l,212
9234,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,0,2,0.80,1.50,mmol/l,202
9235,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,1,13,0.70,1.90,mmol/l,210
9236,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,18,64,0.40,1.00,mmol/l,213
9237,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,7,15,0.40,0.90,mmol/l,1137
9238,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,1,7,0.70,1.60,mmol/l,1136
9239,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,1,13,0.90,1.80,mmol/l,203
9240,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,18,64,1.00,1.50,mmol/l,204
9241,L-Lactic acid,"PONTOCEREBELLAR HYPOPLASIA, TYPE 6 (PCH6)",RARS2,0,2,2.00,3.00,mmol/l,207
9245,Alanine,"PREMATURE INFANTS, BRONCHOPULMONARY DYSPLASIA (BPD) [DD]",,1,13,120.00,600.00,μmol/l,1929
9246,Alanine,"PREMATURE INFANTS, BRONCHOPULMONARY DYSPLASIA (BPD) [DD]",,18,64,177.00,583.00,μmol/l,1930
9247,Alanine,"PREMATURE INFANTS, BRONCHOPULMONARY DYSPLASIA (BPD) [DD]",,13,18,252.00,494.00,μmol/l,1931
9248,Glycine,"PREMATURE INFANTS, BRONCHOPULMONARY DYSPLASIA (BPD) [DD]",,18,64,122.00,550.00,μmol/l,1944
9249,Glycine,"PREMATURE INFANTS, BRONCHOPULMONARY DYSPLASIA (BPD) [DD]",,13,18,166.00,330.00,μmol/l,1945
9250,Glycine,"PREMATURE INFANTS, BRONCHOPULMONARY DYSPLASIA (BPD) [DD]",,1,13,130.00,400.00,μmol/l,1946
9251,Alanine,"PREMATURE INFANTS, BRONCHOPULMONARY DYSPLASIA (BPD) [DD]",,0,0.0028,108.00,710.00,μmol/l,33
9252,Alanine,"PREMATURE INFANTS, BRONCHOPULMONARY DYSPLASIA (BPD) [DD]",,0,2,143.00,439.00,μmol/l,38
9253,Alanine,"PREMATURE INFANTS, BRONCHOPULMONARY DYSPLASIA (BPD) [DD]",,0,0.02,89.82,486.60,µmol/l,1274
9254,Glycine,"PREMATURE INFANTS, BRONCHOPULMONARY DYSPLASIA (BPD) [DD]",,0,0.0028,230.00,500.00,μmol/l,35
9255,Glycine,"PREMATURE INFANTS, BRONCHOPULMONARY DYSPLASIA (BPD) [DD]",,0,2,100.00,350.00,μmol/l,977
9256,Glycine,"PREMATURE INFANTS, BRONCHOPULMONARY DYSPLASIA (BPD) [DD]",,0,0.02,85.10,536.00,µmol/l,1272
9257,Aldosterone,"PRIMARY ALDOSTERONISM, SEIZURES, AND NEUROLOGIC ABNORMALITIES (PASNA)",APA WITH SEIZURES AND NEUROLOGICAL ABNORMALITIES,0,0.02,5.00,60.00,ng/dl,798
9258,Aldosterone,"PRIMARY ALDOSTERONISM, SEIZURES, AND NEUROLOGIC ABNORMALITIES (PASNA)",APA WITH SEIZURES AND NEUROLOGICAL ABNORMALITIES,0,2,1.00,160.00,ng/dl,799
9259,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",0,2,0.70,3.30,mmol/l,330
9260,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",1,13,0.90,1.80,mmol/l,469
9261,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",1,13,0.80,1.50,mmol/l,208
9262,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",18,64,0.70,1.90,mmol/l,211
9263,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",0,2,1.00,2.30,mmol/l,214
9264,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",0,2,0.90,2.00,mmol/l,206
9265,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",1,13,0.50,1.60,mmol/l,209
9266,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",18,64,0.60,0.90,mmol/l,212
9267,L-Lactic acid,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2 (PEOB2)","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2",0,2,0.80,1.50,mmol/l,202
